date,adj_close,close,high,low,open,volume
2007-12-31,52.20,61.45,61.70,61.05,61.45,2870000
2008-01-02,51.05,60.10,61.30,60.00,60.10,4975000
2008-01-03,50.20,59.10,59.35,58.60,59.10,7413000
2008-01-04,50.20,59.10,59.35,58.05,59.10,7686000
2008-01-07,47.91,56.40,57.60,56.30,56.40,20041000
2008-01-08,48.38,56.95,57.30,56.45,56.95,8722000
2008-01-09,49.27,58.00,58.00,55.90,58.00,7480000
2008-01-10,49.18,57.90,58.60,57.90,57.90,10311000
2008-01-11,48.97,57.65,58.50,57.45,57.65,10135000
2008-01-14,49.95,58.80,59.15,58.10,58.80,12103000
2008-01-15,51.86,61.05,61.55,59.40,61.05,22177000
2008-01-16,49.61,58.40,59.75,58.40,58.40,19193000
2008-01-17,49.40,58.15,59.00,57.35,58.15,8915000
2008-01-18,49.69,58.50,58.50,56.35,58.50,13973000
2008-01-21,49.02,57.70,58.25,57.55,57.70,5570000
2008-01-22,45.62,53.70,55.05,53.70,53.70,29372000
2008-01-23,45.53,53.60,54.85,53.40,53.60,14849000
2008-01-24,46.72,55.00,55.30,53.80,55.00,14820000
2008-01-25,47.91,56.40,56.40,55.60,56.40,9858000
2008-01-28,46.38,54.60,55.90,54.50,54.60,6879000
2008-01-29,46.81,55.10,55.30,54.40,55.10,4122000
2008-01-30,46.68,54.95,55.80,54.75,54.95,5995000
2008-01-31,46.68,54.95,55.25,54.20,54.95,5214000
2008-02-01,47.91,56.40,56.60,55.20,56.40,8780000
2008-02-12,46.68,54.95,55.80,54.85,54.95,5988000
2008-02-13,46.55,54.80,55.60,54.70,54.80,6310000
2008-02-14,49.10,57.80,57.80,56.15,57.80,12588000
2008-02-15,48.68,57.30,57.50,56.65,57.30,8800000
2008-02-18,48.59,57.20,57.90,57.00,57.20,4977000
2008-02-19,49.27,58.00,58.00,57.25,58.00,5129000
2008-02-20,48.34,56.90,58.00,56.80,56.90,5471000
2008-02-21,49.74,58.55,58.55,57.55,58.55,6293000
2008-02-22,49.95,58.80,58.80,57.75,58.80,6729000
2008-02-25,50.97,60.00,60.10,59.20,60.00,9509000
2008-02-26,51.14,60.20,60.55,59.80,60.20,21028000
2008-02-27,51.56,60.70,60.90,60.50,60.70,18902000
2008-02-29,51.69,60.85,61.10,60.30,60.85,6040000
2008-03-03,50.25,59.15,59.30,58.35,59.15,13929000
2008-03-04,51.56,60.70,60.70,59.00,60.70,8528000
2008-03-05,51.73,60.90,61.25,60.45,60.90,9561000
2008-03-06,52.92,62.30,62.30,61.00,62.30,11383000
2008-03-07,52.16,61.40,62.20,61.35,61.40,9123000
2008-03-10,50.63,59.60,61.50,59.55,59.60,15551000
2008-03-11,51.05,60.10,60.15,58.90,60.10,11904000
2008-03-12,51.52,60.65,61.90,60.50,60.65,13016000
2008-03-13,50.20,59.10,60.60,59.00,59.10,13476000
2008-03-14,49.65,58.45,59.75,58.25,58.45,19572000
2008-03-17,48.72,57.35,57.80,56.65,57.35,26900000
2008-03-18,49.18,57.90,58.00,57.10,57.90,25754000
2008-03-19,49.69,58.50,59.05,58.20,58.50,14916000
2008-03-20,50.93,59.95,60.00,58.20,59.95,28038000
2008-03-21,52.29,61.55,61.55,60.50,61.55,16003000
2008-03-24,54.49,64.15,65.85,63.45,64.15,51747000
2008-03-25,53.56,63.05,64.25,62.80,63.05,35045000
2008-03-26,53.01,62.40,63.40,62.35,62.40,17675000
2008-03-27,51.99,61.20,62.35,61.05,61.20,23719000
2008-03-28,52.67,62.00,62.00,61.05,62.00,17195000
2008-03-31,51.35,60.45,61.55,60.25,60.45,13952000
2008-04-01,51.01,60.05,61.20,60.05,60.05,12023000
2008-04-02,52.46,61.75,61.75,60.90,61.75,18679000
2008-04-03,51.99,61.20,61.65,61.10,61.20,4678000
2008-04-07,52.84,62.20,62.30,61.25,62.20,8599000
2008-04-08,52.33,61.60,62.00,61.60,61.60,15977000
2008-04-09,52.33,61.60,62.30,61.20,61.60,14875000
2008-04-10,53.18,62.60,62.75,61.60,62.60,28001000
2008-04-11,53.94,63.50,63.75,62.65,63.50,32349000
2008-04-14,53.69,63.20,63.40,62.65,63.20,11653000
2008-04-15,53.64,63.15,63.40,63.05,63.15,8215000
2008-04-16,54.54,64.20,64.20,63.50,64.20,18606000
2008-04-17,54.92,64.65,65.15,64.35,64.65,23563000
2008-04-18,54.71,64.40,64.65,63.90,64.40,16441000
2008-04-21,54.88,64.60,64.90,64.25,64.60,10629000
2008-04-22,54.71,64.40,64.50,63.80,64.40,6921000
2008-04-23,54.15,63.75,64.30,63.35,63.75,9664000
2008-04-24,53.90,63.45,63.90,63.35,63.45,8303000
2008-04-25,53.94,63.50,64.10,63.30,63.50,9121000
2008-04-28,54.49,64.15,64.55,63.45,64.15,6139000
2008-04-29,53.94,63.50,64.55,63.20,63.50,12700000
2008-04-30,54.28,63.90,64.10,63.40,63.90,8093000
2008-05-02,54.54,64.20,64.45,63.65,64.20,8735000
2008-05-05,53.47,62.95,64.05,62.50,62.95,18902000
2008-05-06,53.56,63.05,63.05,62.40,63.05,12487000
2008-05-07,54.03,63.60,63.80,63.05,63.60,7427000
2008-05-08,53.26,62.70,62.90,62.20,62.70,15493000
2008-05-09,52.88,62.25,62.70,62.05,62.25,9909000
2008-05-12,53.26,62.70,62.70,61.90,62.70,4900000
2008-05-13,54.28,63.90,63.90,62.60,63.90,11661000
2008-05-14,54.49,64.15,64.30,63.75,64.15,10345000
2008-05-15,55.26,65.05,65.05,64.40,65.05,16819000
2008-05-16,55.56,65.40,65.50,64.95,65.40,16800000
2008-05-19,55.77,65.65,65.65,65.10,65.65,9347000
2008-05-20,54.37,64.00,65.65,63.80,64.00,20740000
2008-05-21,53.86,63.40,63.95,63.15,63.40,9574000
2008-05-22,53.90,63.45,63.45,62.50,63.45,11600000
2008-05-23,53.05,62.45,63.45,62.35,62.45,11232000
2008-05-26,52.33,61.60,62.10,61.50,61.60,12650000
2008-05-27,52.84,62.20,62.30,61.75,62.20,5680000
2008-05-28,52.41,61.70,62.40,61.50,61.70,6985000
2008-05-29,52.92,62.30,62.40,61.95,62.30,6869000
2008-05-30,52.84,62.20,62.55,61.45,62.20,10909000
2008-06-02,53.18,62.60,62.65,62.05,62.60,6948000
2008-06-03,52.33,61.60,62.45,61.45,61.60,8799000
2008-06-04,52.50,61.80,61.85,61.40,61.80,4160000
2008-06-05,53.26,62.70,62.70,61.00,62.70,12668000
2008-06-06,53.26,62.70,63.00,62.50,62.70,6480000
2008-06-09,51.95,61.15,61.20,60.85,61.15,13724000
2008-06-10,50.71,59.70,61.05,59.65,59.70,19779000
2008-06-11,50.88,59.90,60.30,59.50,59.90,7757000
2008-06-12,49.65,58.45,59.20,58.30,58.45,17418000
2008-06-13,49.95,58.80,59.35,58.50,58.80,11498000
2008-06-16,50.20,59.10,59.60,58.95,59.10,6386000
2008-06-17,50.54,59.50,59.50,58.60,59.50,6103000
2008-06-18,50.63,59.60,59.85,59.20,59.60,8738000
2008-06-19,49.65,58.45,59.00,58.15,58.45,17862000
2008-06-20,48.59,57.20,58.45,57.15,57.20,18466000
2008-06-23,48.72,57.35,57.70,56.40,57.35,9902000
2008-06-24,48.34,56.90,57.60,56.70,56.90,10286000
2008-06-25,48.85,57.50,57.60,56.40,57.50,14585000
2008-06-26,48.46,57.05,57.70,56.95,57.05,11989000
2008-06-27,46.93,55.25,55.55,54.70,55.25,26461000
2008-06-30,46.72,55.00,55.70,55.00,55.00,10611000
2008-07-01,46.64,54.90,55.85,54.90,54.90,10433000
2008-07-02,46.13,54.30,55.35,54.20,54.30,24567000
2008-07-03,46.04,54.20,54.35,52.35,54.20,18938000
2008-07-04,44.68,52.60,54.15,52.60,52.60,11252000
2008-07-07,45.49,53.55,53.60,52.35,53.55,5962000
2008-07-08,43.92,51.70,53.40,51.45,51.70,19731000
2008-07-09,43.71,51.45,53.05,51.35,51.45,26615000
2008-07-10,43.92,51.70,52.20,50.90,51.70,13740000
2008-07-11,44.94,52.90,53.00,51.40,52.90,16300000
2008-07-14,44.34,52.20,53.00,52.00,52.20,11693000
2008-07-15,42.39,49.90,51.55,49.60,49.90,23195000
2008-07-16,42.05,49.50,50.30,49.41,49.50,11414000
2008-07-17,44.34,52.20,52.20,50.75,52.20,18386000
2008-07-18,43.32,51.00,52.60,50.80,51.00,15626000
2008-07-21,45.66,53.75,53.75,52.60,53.75,15876000
2008-07-22,44.94,52.90,53.20,52.35,52.90,19552000
2008-07-23,46.13,54.30,54.65,53.45,54.30,31357000
2008-07-24,46.42,54.65,54.75,54.35,54.65,15884000
2008-07-25,45.79,53.90,53.90,53.35,53.90,17510000
2008-07-29,44.13,51.95,52.20,51.55,51.95,23048000
2008-07-30,44.64,52.55,52.95,52.25,52.55,13845000
2008-07-31,44.51,52.40,53.30,51.70,52.40,18515000
2008-08-01,44.51,52.40,52.60,51.55,52.40,14187000
2008-08-04,44.60,52.50,52.55,51.70,52.50,11644000
2008-08-05,43.66,51.40,52.70,51.20,51.40,24731000
2008-08-06,45.28,53.30,53.30,52.30,53.30,20353000
2008-08-07,45.06,53.05,53.60,52.85,53.05,12089000
2008-08-08,46.42,54.65,54.95,52.85,54.65,25895000
2008-08-11,47.23,55.60,55.80,55.10,55.60,14316000
