sDate,sPrice
2000-01-01,116.31
2000-04-01,110.28
2000-07-01,111.2
2000-10-01,113.91
2001-01-01,116.11
2001-04-01,110.12
2001-07-01,110.66
2001-10-01,111.98
2002-01-01,116.59
2002-04-01,109.33
2002-07-01,111.15
2002-10-01,110.28
2003-01-01,114.22
2003-04-01,109.42
2003-07-01,109.22
2003-10-01,108.25
2004-01-01,113.6
2004-04-01,109.27
2004-07-01,109.92
2004-10-01,107.18
2005-01-01,112.88
2005-04-01,106.14
2005-07-01,107.13
2005-10-01,107.13
2006-01-01,111.41
2006-04-01,105.24
2006-07-01,105.97
2006-10-01,106.14
2007-01-01,110.88
2007-04-01,104.49
2007-07-01,106.05
2007-10-01,105.56
2008-01-01,108.28
2008-04-01,102.66
2008-07-01,100.75
2008-10-01,103.97
2009-01-01,109.53
2009-04-01,102.36
2009-07-01,102.91
2009-10-01,101.87
2010-01-01,107.2
2010-04-01,102.2
2010-07-01,101.62
2010-10-01,99.12
2011-01-01,104.24
2011-04-01,97.81
2011-07-01,99.39
2011-10-01,98.76
2012-01-01,103.63
2012-04-01,99.35
2012-07-01,100.19
2012-10-01,99.2
2013-01-01,104.78
2013-04-01,101.13
2013-07-01,101.27
2013-10-01,101.1
2014-01-01,105.84
2014-04-01,102.65
2014-07-01,102.8
2014-10-01,103.84
2015-01-01,110.63
2015-04-01,105.69
2015-07-01,106.46
2015-10-01,105.94
2016-01-01,112.52
2016-04-01,106.5
2016-07-01,106.15
