sDate,sPrice
2000-01-01,10.7
2000-04-01,8.22
2000-07-01,5.59
2000-10-01,-0.59
2001-01-01,-5.92
2001-04-01,-10.39
2001-07-01,-1.07
2001-10-01,13.15
2002-01-01,8.5
2002-04-01,4.8
2002-07-01,3.39
2002-10-01,3.11
2003-01-01,0.6
2003-04-01,-7.99
2003-07-01,17.45
2003-10-01,12.3
2004-01-01,3.6
2004-04-01,7.55
2004-07-01,3.08
2004-10-01,-3.41
2005-01-01,4.24
2005-04-01,4.22
2005-07-01,4.25
2005-10-01,20.84
2006-01-01,-8.45
2006-04-01,5.77
2006-07-01,4.39
2006-10-01,12.59
2007-01-01,-3.29
2007-04-01,9.05
2007-07-01,12.73
2007-10-01,7.83
2008-01-01,-9.35
2008-04-01,3.37
2008-07-01,-23.77
2008-10-01,-2.8
2009-01-01,-4.12
2009-04-01,7.16
2009-07-01,7.25
2009-10-01,20.42
2010-01-01,6.83
2010-04-01,12.23
2010-07-01,3.56
2010-10-01,-7.01
2011-01-01,9.77
2011-04-01,-6.45
2011-07-01,10.5
2011-10-01,-11.52
2012-01-01,10.8
2012-04-01,0.61
2012-07-01,14.01
2012-10-01,-4.27
2013-01-01,1.95
2013-04-01,6.12
2013-07-01,8.3
2013-10-01,5.51
2014-01-01,-1.93
2014-04-01,11.91
2014-07-01,8.89
2014-10-01,5.81
2015-01-01,7.66
2015-04-01,-6.89
2015-07-01,1.83
2015-10-01,2.9
2016-01-01,0.76
2016-04-01,0.15
2016-07-01,4.54
