sDate,sPrice
2000-01-01,4.55
2000-04-01,6.24
2000-07-01,8.43
2000-10-01,5.81
2001-01-01,-0.65
2001-04-01,-5.53
2001-07-01,-7.41
2001-10-01,-4.12
2002-01-01,0.12
2002-04-01,6.11
2002-07-01,9.32
2002-10-01,6.41
2003-01-01,5.39
2003-04-01,0.44
2003-07-01,2.15
2003-10-01,6.65
2004-01-01,6.21
2004-04-01,8.83
2004-07-01,6.52
2004-10-01,1.21
2005-01-01,1.09
2005-04-01,0.87
2005-07-01,0.54
2005-10-01,5.87
2006-01-01,4.14
2006-04-01,3.12
2006-07-01,4.17
2006-10-01,0.58
2007-01-01,2.54
2007-04-01,2.4
2007-07-01,5.87
2007-10-01,5.08
2008-01-01,2.46
2008-04-01,-3.02
2008-07-01,-10.56
2008-10-01,-13.93
2009-01-01,-11.21
2009-04-01,-4.53
2009-07-01,2.9
2009-10-01,12.39
2010-01-01,15.95
2010-04-01,13.77
2010-07-01,9.88
2010-10-01,2.3
2011-01-01,5.21
2011-04-01,-2.34
2011-07-01,-1.69
2011-10-01,-2.6
2012-01-01,-2.7
2012-04-01,1.83
2012-07-01,2.46
2012-10-01,4.96
2013-01-01,2.52
2013-04-01,3.1
2013-07-01,4.17
2013-10-01,5.0
2014-01-01,5.62
2014-04-01,7.04
2014-07-01,6.33
2014-10-01,6.85
2015-01-01,9.58
2015-04-01,4.82
2015-07-01,4.95
2015-10-01,4.16
2016-01-01,0.7
2016-04-01,1.11
2016-07-01,2.27
