sDate,sPrice
2000-01-01,6.04
2000-04-01,6.22
2000-07-01,7.35
2000-10-01,6.05
2001-01-01,1.59
2001-04-01,-2.39
2001-07-01,-3.83
2001-10-01,-0.24
2002-01-01,1.96
2002-04-01,6.88
2002-07-01,7.01
2002-10-01,6.3
2003-01-01,4.89
2003-04-01,-0.7
2003-07-01,5.21
2003-10-01,6.91
2004-01-01,6.47
2004-04-01,9.99
2004-07-01,6.59
2004-10-01,3.45
2005-01-01,3.46
2005-04-01,4.87
2005-07-01,5.48
2005-10-01,7.58
2006-01-01,6.08
2006-04-01,6.05
2006-07-01,6.68
2006-10-01,3.86
2007-01-01,5.19
2007-04-01,6.25
2007-07-01,7.65
2007-10-01,6.82
2008-01-01,7.72
2008-04-01,5.48
2008-07-01,-1.32
2008-10-01,-7.65
2009-01-01,-7.88
2009-04-01,-6.07
2009-07-01,-1.24
2009-10-01,9.04
2010-01-01,12.46
2010-04-01,12.4
2010-07-01,11.69
2010-10-01,6.52
2011-01-01,7.37
2011-04-01,4.28
2011-07-01,3.32
2011-10-01,0.68
2012-01-01,0.78
2012-04-01,0.42
2012-07-01,2.31
2012-10-01,4.63
2013-01-01,1.46
2013-04-01,2.51
2013-07-01,1.47
2013-10-01,3.31
2014-01-01,3.84
2014-04-01,4.31
2014-07-01,4.39
2014-10-01,3.56
2015-01-01,4.01
2015-04-01,0.66
2015-07-01,-0.7
2015-10-01,-0.79
2016-01-01,-0.23
2016-04-01,1.13
2016-07-01,2.03
