sDate,sPrice
2000-01-01,0.94
2000-04-01,3.23
2000-07-01,1.12
2000-10-01,-1.05
2001-01-01,-0.4
2001-04-01,-2.06
2001-07-01,-1.36
2001-10-01,3.36
2002-01-01,2.09
2002-04-01,2.39
2002-07-01,-0.3
2002-10-01,1.89
2003-01-01,0.8
2003-04-01,-3.09
2003-07-01,5.42
2003-10-01,4.34
2004-01-01,-0.02
2004-04-01,0.4
2004-07-01,1.24
2004-10-01,1.71
2005-01-01,0.45
2005-04-01,1.7
2005-07-01,0.75
2005-10-01,4.8
2006-01-01,-0.93
2006-04-01,0.69
2006-07-01,1.73
2006-10-01,2.99
2007-01-01,-0.24
2007-04-01,1.85
2007-07-01,2.44
2007-10-01,2.95
2008-01-01,0.42
2008-04-01,-1.26
2008-07-01,-3.67
2008-10-01,-2.96
2009-01-01,-0.18
2009-04-01,0.76
2009-07-01,1.54
2009-10-01,7.01
2010-01-01,1.64
2010-04-01,2.11
2010-07-01,1.03
2010-10-01,1.69
2011-01-01,2.04
2011-04-01,-0.21
2011-07-01,-0.01
2011-10-01,-1.57
2012-01-01,2.54
2012-04-01,-0.16
2012-07-01,1.69
2012-10-01,0.23
2013-01-01,-0.3
2013-04-01,0.99
2013-07-01,0.79
2013-10-01,1.49
2014-01-01,0.59
2014-04-01,1.24
2014-07-01,1.13
2014-10-01,0.5
2015-01-01,0.8
2015-04-01,-1.75
2015-07-01,-0.01
2015-10-01,0.02
2016-01-01,1.19
2016-04-01,0.06
2016-07-01,0.96
2016-10-01,0.25
