sDate,sPrice
2000-01-01,3.51
2000-04-01,4.17
2000-07-01,6.96
2000-10-01,7.08
2001-01-01,1.41
2001-04-01,-2.53
2001-07-01,-4.29
2001-10-01,-1.94
2002-01-01,2.39
2002-04-01,6.12
2002-07-01,7.49
2002-10-01,4.69
2003-01-01,2.76
2003-04-01,-0.61
2003-07-01,3.37
2003-10-01,4.94
2004-01-01,5.89
2004-04-01,9.83
2004-07-01,7.28
2004-10-01,2.42
2005-01-01,2.8
2005-04-01,1.87
2005-07-01,2.79
2005-10-01,7.53
2006-01-01,4.71
2006-04-01,5.16
2006-07-01,5.52
2006-10-01,2.91
2007-01-01,4.69
2007-04-01,5.48
2007-07-01,7.74
2007-10-01,6.23
2008-01-01,5.2
2008-04-01,3.63
2008-07-01,-6.24
2008-10-01,-9.03
2009-01-01,-6.82
2009-04-01,-6.35
2009-07-01,0.87
2009-10-01,6.84
2010-01-01,10.07
2010-04-01,12.22
2010-07-01,10.29
2010-10-01,3.65
2011-01-01,4.4
2011-04-01,-0.2
2011-07-01,1.05
2011-10-01,0.31
2012-01-01,0.2
2012-04-01,2.01
2012-07-01,3.14
2012-10-01,5.09
2013-01-01,2.59
2013-04-01,4.35
2013-07-01,2.56
2013-10-01,5.3
2014-01-01,4.89
2014-04-01,5.88
2014-07-01,5.97
2014-10-01,6.36
2015-01-01,8.72
2015-04-01,3.64
2015-07-01,2.83
2015-10-01,1.22
2016-01-01,1.47
2016-04-01,1.91
2016-07-01,1.73
