sDate,sPrice
2000-01-01,2.57
2000-04-01,1.99
2000-07-01,1.37
2000-10-01,-0.15
2001-01-01,-1.51
2001-04-01,-2.71
2001-07-01,-0.27
2001-10-01,3.14
2002-01-01,2.06
2002-04-01,1.18
2002-07-01,0.84
2002-10-01,0.77
2003-01-01,0.15
2003-04-01,-2.06
2003-07-01,4.1
2003-10-01,2.94
2004-01-01,0.89
2004-04-01,1.84
2004-07-01,0.76
2004-10-01,-0.86
2005-01-01,1.04
2005-04-01,1.04
2005-07-01,1.05
2005-10-01,4.85
2006-01-01,-2.18
2006-04-01,1.41
2006-07-01,1.08
2006-10-01,3.01
2007-01-01,-0.83
2007-04-01,2.19
2007-07-01,3.04
2007-10-01,1.9
2008-01-01,-2.42
2008-04-01,0.83
2008-07-01,-6.56
2008-10-01,-0.71
2009-01-01,-1.05
2009-04-01,1.74
2009-07-01,1.76
2009-10-01,4.75
2010-01-01,1.67
2010-04-01,2.93
2010-07-01,0.88
2010-10-01,-1.8
2011-01-01,2.36
2011-04-01,-1.65
2011-07-01,2.53
2011-10-01,-3.01
2012-01-01,2.6
2012-04-01,0.15
2012-07-01,3.33
2012-10-01,-1.08
2013-01-01,0.48
2013-04-01,1.5
2013-07-01,2.01
2013-10-01,1.35
2014-01-01,-0.48
2014-04-01,2.85
2014-07-01,2.15
2014-10-01,1.42
2015-01-01,1.86
2015-04-01,-1.77
2015-07-01,0.45
2015-10-01,0.72
