sDate,sPrice
2000-01-01,26.68
2000-04-01,28.94
2000-07-01,29.86
2000-10-01,32.62
2001-01-01,26.47
2001-04-01,26.51
2001-07-01,25.89
2001-10-01,29.34
2002-01-01,25.92
2002-04-01,28.55
2002-07-01,28.58
2002-10-01,30.52
2003-01-01,28.94
2003-04-01,30.66
2003-07-01,27.56
2003-10-01,33.55
2004-01-01,28.81
2004-04-01,30.78
2004-07-01,30.61
2004-10-01,31.78
2005-01-01,27.34
2005-04-01,27.9
2005-07-01,28.26
2005-10-01,34.43
2006-01-01,29.07
2006-04-01,29.97
2006-07-01,30.87
2006-10-01,34.03
2007-01-01,29.42
2007-04-01,31.6
2007-07-01,30.45
2007-10-01,34.16
2008-01-01,29.99
2008-04-01,30.49
2008-07-01,28.27
2008-10-01,29.67
2009-01-01,26.59
2009-04-01,29.2
2009-07-01,28.42
2009-10-01,32.66
2010-01-01,32.0
2010-04-01,34.56
2010-07-01,32.62
2010-10-01,33.4
2011-01-01,33.15
2011-04-01,32.27
2011-07-01,29.59
2011-10-01,30.84
2012-01-01,29.64
2012-04-01,31.47
2012-07-01,30.34
2012-10-01,30.39
2013-01-01,31.12
2013-04-01,32.59
2013-07-01,32.51
2013-10-01,31.77
2014-01-01,32.38
2014-04-01,33.96
2014-07-01,32.54
2014-10-01,32.95
2015-01-01,35.18
2015-04-01,34.19
2015-07-01,34.67
2015-10-01,34.78
2016-01-01,33.69
2016-04-01,33.88
2016-07-01,34.18
