date,season,year,不重分類至損益之項目,以成本衡量之金融資產及負債利益,佣金費用,保費收入,保險負債淨變動,保險賠款與給付,停業單位損益合計,備供出售金融資產已實現利益,備供出售金融資產未實現評價利益（損失）,兌換利益,兌換損失,其他保險負債淨變動,其他支出,其他收入,其他綜合損益淨額,再保佣金收入,分離帳戶保險商品收益,分離帳戶保險商品費用,利息收入,利息費用,國外營運機構財務報表換算之兌換差額,基本每股盈餘合計,外匯價格變動準備淨變動,後續可能重分類至損益之項目,所得稅費用（利益）,手續費收入,手續費用,承保費用,投資性不動產利益,持有至到期日金融資產已實現利益,採用權益法認列之關聯企業及合資其他綜合損益之份額,採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,採用權益法認列之關聯企業及合資利益之份額,採用權益法認列之關聯企業及合資損失之份額,推銷費用,支出合計,收入合計,會計項目,期貨佣金收入,本期淨利（淨損）,本期綜合損益總額,歸因於所規避風險之被避險項目之利益－公允價值避險,減損損失,減損迴轉利益,無活絡市場之債券投資利益,無活絡市場之債務工具投資利益,營業費用合計,研究發展費用,確定福利計畫之再衡量數,確定福利計畫精算利益（損失）,租賃成本,租賃收入,稀釋每股盈餘合計,管理及總務費用,繼續營業單位本期淨利（淨損）,繼續營業單位稅前淨利（淨損）,與其他綜合損益組成部分相關之所得稅,處分投資利益,透過損益按公允價值衡量之金融資產及負債利益,避險工具之利益－公允價值避險,銷貨成本,銷貨收入淨額
2013-05-03,1,2013,,,641707.0,11104071.0,9467381.0,3295091.0,,922842,-1550352,2782398.0,,,831927,797158,-1277565,454456.0,2448017.0,2448017.0,2734366,45418,36361,0.83,-91360.0,,156199,34173.0,,743.0,45557.0,0.0,236426.0,,,-319,,676944,17643772,18644952,2013年01月01日至2013年03月31日,,844981,-432584,,,-17500.0,-239720.0,,895723,3704.0,,,13429,15160,0.83,215075,844981,1001180,0.0,,-2345433.0,,4336.0,1086.0
2013-08-13,2,2013,,13329.0,499414.0,11137963.0,8992155.0,4805377.0,,184964,-3241375,937209.0,,,738107,660174,-3212443,469805.0,-157709.0,-157709.0,2938214,41578,19846,-0.47,60953.0,,296566,44425.0,,1136.0,32061.0,0.0,9086.0,,,-22872,,612678,15652799,15484032,2013年04月01日至2013年06月30日,,-465333,-3677776,,1658.0,13500.0,418976.0,,705618,6522.0,,,18246,16969,0.0,86418,-465333,-168767,0.0,,-1267611.0,,7219.0,3682.0
2013-11-13,3,2013,,-1304.0,645438.0,12992441.0,11199286.0,4069643.0,,1379064,-1061400,-1771403.0,,,792277,692385,-1069818,482022.0,1566172.0,1566172.0,3026317,41735,-14507,0.49,7182.0,,127318,29355.0,,815.0,49949.0,0.0,6089.0,,,-11578,,740029,19361259,20162341,2013年07月01日至2013年09月30日,,673764,-396054,,16504.0,0.0,30772.0,,1011622,6094.0,,,13500,13884,0.49,265499,673764,801082,0.0,3990.0,1671619.0,,4267.0,1474.0
2014-03-12,4,2013,,25597.0,2615024.0,51858685.0,43057813.0,17942690.0,,3327451,-5592632,3191802.0,,,3024386,2744539,-4841503,1963396.0,4966773.0,4966773.0,11810315,174618,64824,0.5,6457.0,,388918,161931.0,,3582.0,166587.0,0.0,654256.0,,,-60501,,2845392,76211131,77150173,2013年01月01日至2013年12月31日,,550124,-4291379,,540701.0,13500.0,294921.0,,3793422,27683.0,,32049.0,59960,59573,0.5,920347,550124,939042,0.0,3990.0,-3406373.0,,32162.0,21530.0
2014-05-12,1,2014,,-286.0,732398.0,16594365.0,,4751550.0,,689245,780628,2054584.0,,13872384.0,528449,501830,1006812,457880.0,1514398.0,1514398.0,3225695,32573,-5300,0.36,-83706.0,,81053,28523.0,,647.0,90409.0,,231484.0,,,-4218,,716757,22442678,23008909,2014年01月01日至2014年03月31日,,485178,1491990,,54379.0,,138947.0,,941007,2054.0,,,13198,15394,0.0,222196,485178,566231,0.0,,-2214755.0,,1695.0,604.0
2014-08-13,2,2014,,34497.0,750518.0,17949262.0,,5973409.0,,1106207,791022,-2347149.0,,14920587.0,597807,528109,771472,497253.0,762103.0,762103.0,3273916,32879,-19550,-0.01,151813.0,,-78515,33932.0,,1050.0,27997.0,,,,,-15861,,755592,24043539,23947831,2014年第2季,,-17193,754279,,2314.0,0.0,117465.0,,983597,6403.0,,,16976,15402,-0.01,221602,-17193,-95708,0.0,,1812847.0,,2299.0,38.0
2014-11-13,3,2014,,3681.0,725003.0,15540130.0,,5067238.0,,1569218,-2535458,2466122.0,,13125603.0,544942,471203,-2496277,533804.0,88543.0,88543.0,3586152,34930,39181,1.0,-207580.0,,264089,34634.0,,754.0,48485.0,,,,,-39359,,775493,20710816,22452136,2014年第3季,,1477231,-1019046,,0.0,0.0,436706.0,,1110074,6604.0,,,13729,14398,1.0,327977,1477231,1741320,0.0,0.0,-2094001.0,,0.0,0.0
2015-03-23,4,2014,,37892.0,2860349.0,63725631.0,,21538993.0,,3868967,980569,8776636.0,,53139723.0,2536768,2284299,1075558,2037856.0,2896448.0,2896448.0,14000767,144219,76671,0.97,-352088.0,,359795,145630.0,,3633.0,458769.0,,,,,-98057,,2964495,88027571,90029526,2014年度,,1642160,2717718,,785573.0,2213.0,1037881.0,,4052215,22561.0,,18318.0,56843,62661,0.97,1065159,1642160,2001955,0.0,0.0,-8856621.0,,12807.0,642.0
2015-05-12,1,2015,,0.0,680357.0,13030523.0,,5576996.0,,506392,172375,-1701838.0,,9731107.0,692119,631099,152786,474083.0,240802.0,240802.0,3875950,34076,-19589,0.74,87405.0,152786.0,267663,23896.0,,579.0,49500.0,,,,,-13480,,801255,18042557,19424596,2015年01月01日至2015年03月31日,,1114376,1267162,,1101.0,,,717977.0,1071952,2603.0,,,13468,17588,0.74,268094,1114376,1382039,,,1484699.0,,0.0,0.0
2015-08-12,2,2015,,93349.0,752562.0,13277473.0,,5970250.0,,593225,-1261633,-1799505.0,,10801360.0,723299,668720,-1285455,484520.0,476306.0,476306.0,3930113,51036,-23822,-0.11,126868.0,-1285455.0,47981,38213.0,,1060.0,44782.0,,,,,-25342,,715446,19713660,19687597,2015年第2季,,-74044,-1359499,,784.0,,,375783.0,920805,4389.0,,,16198,15063,-0.11,200970,-74044,-26063,,,1386315.0,,0.0,1714.0
2015-11-12,3,2015,,14738.0,596633.0,11292838.0,,5149247.0,,576185,-1665280,11626057.0,,8987709.0,466715,393870,-1583104,396249.0,-311654.0,-311654.0,4376671,35624,82176,-1.4,-346177.0,-1583104.0,213531,27214.0,,801.0,49378.0,,,,,-32612,,690200,18620069,16953129,2015年第3季,,-1880471,-3463575,,2726170.0,,,165899.0,956170,6657.0,,,12520,12067,-1.4,259313,-1880471,-1666940,,,-11287594.0,,134.0,0.0
2016-03-29,4,2015,-3069.0,,,,,,-749321.0,126539,-779824,,11.0,,9212,11672,-770387,,,,1353,74831,8446,0.45,,-767318.0,33196,,0.0,0.0,,0.0,,-2368.0,4060.0,30350,,89988,337794,889590,2015年度,0.0,-230721,-1001108,0.0,0.0,5000.0,,,198509,,-701.0,,55096,61014,0.45,108521,518600,551796,,651948.0,,0.0,135.0,1714.0
2016-05-11,1,2016,,,,,,,0.0,6373,62993,,10791.0,,2388,4721,35884,,,,84,20305,-359,-0.12,,35884.0,0,,,,,,,,-26750.0,0,8096.0,7342,94711,28696,2016年01月01日至2016年03月31日,,-66015,-30131,,,,,,41037,,,,12094,17228,-0.12,33695,-66015,-66015,,,290.0,,,
2016-08-12,2,2016,,,,,,,0.0,-526,-91100,,573.0,,698,14419,-123099,,,,19165,22121,523,-0.04,,-123099.0,10142,,,,,,,,-32522.0,18464,,6930,82623,73041,2016年第2季,,-19724,-142823,,,0.0,,,38327,,,,20537,21296,-0.04,31397,-19724,-9582,,,-290.0,,367.0,513.0
2016-11-04,3,2016,,,,,,,0.0,15484,774650,,-47.0,,6519,570398,733516,,,,20,21152,-13215,0.93,,733516.0,0,,,,,,,,-27919.0,8355,,7673,113864,622551,2016年第3季,,508687,1242203,,,0.0,,,62638,,,,22348,26132,0.93,54965,508687,508687,,,,,1254.0,2162.0
